Sample,Cluster,MouseGroup,NumberParticles,TotalParticleCluster,ClusterProportion,ParticlesMouseGroupCluster,ClusterProportionMouseGroup,ParticleNumberPerSample,SampleProportion
J3r1,23,Jax,8,138,0.0579710144927536,69,0.5,9422,0.000849076629165782
J3r1,10,Jax,8,760,0.0105263157894737,235,0.309210526315789,9422,0.000849076629165782
J3r1,8,Jax,69,834,0.0827338129496403,526,0.630695443645084,9422,0.00732328592655487
J3r1,18,Jax,24,342,0.0701754385964912,205,0.599415204678363,9422,0.00254722988749735
J3r1,1,Jax,17,1648,0.0103155339805825,222,0.134708737864078,9422,0.00180428783697729
J3r1,6,Jax,5,1048,0.00477099236641221,247,0.235687022900763,9422,0.000530672893228614
J3r1,7,Jax,22,1035,0.021256038647343,297,0.28695652173913,9422,0.0023349607302059
J3r1,21,Jax,9,178,0.050561797752809,112,0.629213483146067,9422,0.000955211207811505
J3r1,0,Jax,15,1830,0.00819672131147541,279,0.152459016393443,9422,0.00159201867968584
J3r1,2,Jax,11,1499,0.00733822548365577,208,0.138759172781855,9422,0.00116748036510295
J3r1,3,Jax,12,1468,0.00817438692098093,317,0.215940054495913,9422,0.00127361494374867
J3r1,20,Jax,6,206,0.029126213592233,65,0.315533980582524,9422,0.000636807471874337
J3r1,5,Jax,8,1349,0.00593031875463306,1161,0.860637509266123,9422,0.000849076629165782
J3r1,22,Jax,2,159,0.0125786163522013,37,0.232704402515723,9422,0.000212269157291446
J3r1,15,Jax,6,459,0.0130718954248366,65,0.14161220043573,9422,0.000636807471874337
J3r1,16,Jax,3,423,0.00709219858156028,68,0.160756501182033,9422,0.000318403735937168
J3r1,14,Jax,9,616,0.0146103896103896,126,0.204545454545455,9422,0.000955211207811505
J3r1,12,Jax,13,667,0.0194902548725637,172,0.257871064467766,9422,0.0013797495223944
J3r1,17,Jax,2,413,0.00484261501210654,70,0.169491525423729,9422,0.000212269157291446
J3r1,9,Jax,15,791,0.0189633375474083,230,0.290771175726928,9422,0.00159201867968584
J3r1,13,Jax,5,637,0.00784929356357928,148,0.232339089481947,9422,0.000530672893228614
J3r1,19,Jax,3,303,0.0099009900990099,86,0.283828382838284,9422,0.000318403735937168
J3r2,4,Jax,35,1359,0.0257542310522443,883,0.649742457689478,16606,0.00210767192580995
J3r2,23,Jax,8,138,0.0579710144927536,69,0.5,16606,0.000481753583042274
J3r2,21,Jax,4,178,0.0224719101123595,112,0.629213483146067,16606,0.000240876791521137
J3r2,10,Jax,6,760,0.00789473684210526,235,0.309210526315789,16606,0.000361315187281705
J3r2,20,Jax,6,206,0.029126213592233,65,0.315533980582524,16606,0.000361315187281705
J3r2,6,Jax,6,1048,0.00572519083969466,247,0.235687022900763,16606,0.000361315187281705
J3r2,7,Jax,14,1035,0.0135265700483092,297,0.28695652173913,16606,0.000843068770323979
J3r2,0,Jax,9,1830,0.00491803278688525,279,0.152459016393443,16606,0.000541972780922558
J3r2,2,Jax,13,1499,0.00867244829886591,208,0.138759172781855,16606,0.000782849572443695
J3r2,18,Jax,14,342,0.0409356725146199,205,0.599415204678363,16606,0.000843068770323979
J3r2,3,Jax,17,1468,0.0115803814713896,317,0.215940054495913,16606,0.00102372636396483
J3r2,22,Jax,1,159,0.00628930817610063,37,0.232704402515723,16606,0.0000602191978802842
J3r2,12,Jax,14,667,0.0209895052473763,172,0.257871064467766,16606,0.000843068770323979
J3r2,14,Jax,2,616,0.00324675324675325,126,0.204545454545455,16606,0.000120438395760568
J3r2,11,Jax,11,683,0.0161054172767204,383,0.560761346998536,16606,0.000662411176683127
J3r2,1,Jax,19,1648,0.0115291262135922,222,0.134708737864078,16606,0.0011441647597254
J3r2,8,Jax,18,834,0.0215827338129496,526,0.630695443645084,16606,0.00108394556184512
J3r2,13,Jax,8,637,0.0125588697017268,148,0.232339089481947,16606,0.000481753583042274
J3r2,9,Jax,5,791,0.00632111251580278,230,0.290771175726928,16606,0.000301095989401421
J3r2,16,Jax,2,423,0.00472813238770686,68,0.160756501182033,16606,0.000120438395760568
J3r2,5,Jax,2,1349,0.00148257968865827,1161,0.860637509266123,16606,0.000120438395760568
J3r2,17,Jax,3,413,0.00726392251815981,70,0.169491525423729,16606,0.000180657593640853
J4r1,11,Jax,46,683,0.0673499267935578,383,0.560761346998536,6972,0.0065978198508319
J4r1,4,Jax,85,1359,0.0625459896983076,883,0.649742457689478,6972,0.0121916236374068
J4r1,23,Jax,9,138,0.0652173913043478,69,0.5,6972,0.00129087779690189
J4r1,13,Jax,4,637,0.00627943485086342,148,0.232339089481947,6972,0.00057372346528973
J4r1,5,Jax,7,1349,0.00518902891030393,1161,0.860637509266123,6972,0.00100401606425703
J4r1,8,Jax,44,834,0.052757793764988,526,0.630695443645084,6972,0.00631095811818703
J4r1,10,Jax,12,760,0.0157894736842105,235,0.309210526315789,6972,0.00172117039586919
J4r1,6,Jax,6,1048,0.00572519083969466,247,0.235687022900763,6972,0.000860585197934596
J4r1,12,Jax,12,667,0.0179910044977511,172,0.257871064467766,6972,0.00172117039586919
J4r1,21,Jax,8,178,0.0449438202247191,112,0.629213483146067,6972,0.00114744693057946
J4r1,0,Jax,6,1830,0.00327868852459016,279,0.152459016393443,6972,0.000860585197934596
J4r1,7,Jax,13,1035,0.01256038647343,297,0.28695652173913,6972,0.00186460126219162
J4r1,18,Jax,26,342,0.0760233918128655,205,0.599415204678363,6972,0.00372920252438325
J4r1,17,Jax,2,413,0.00484261501210654,70,0.169491525423729,6972,0.000286861732644865
J4r1,2,Jax,16,1499,0.0106737825216811,208,0.138759172781855,6972,0.00229489386115892
J4r1,3,Jax,11,1468,0.00749318801089918,317,0.215940054495913,6972,0.00157773952954676
J4r1,15,Jax,3,459,0.0065359477124183,65,0.14161220043573,6972,0.000430292598967298
J4r1,16,Jax,2,423,0.00472813238770686,68,0.160756501182033,6972,0.000286861732644865
J4r1,14,Jax,7,616,0.0113636363636364,126,0.204545454545455,6972,0.00100401606425703
J4r1,19,Jax,4,303,0.0132013201320132,86,0.283828382838284,6972,0.00057372346528973
J4r1,1,Jax,8,1648,0.00485436893203883,222,0.134708737864078,6972,0.00114744693057946
J4r1,9,Jax,8,791,0.0101137800252845,230,0.290771175726928,6972,0.00114744693057946
J4r1,20,Jax,1,206,0.00485436893203883,65,0.315533980582524,6972,0.000143430866322433
J4r1,22,Jax,1,159,0.00628930817610063,37,0.232704402515723,6972,0.000143430866322433
J4r2,8,Jax,5,834,0.00599520383693046,526,0.630695443645084,2704,0.0018491124260355
J4r2,4,Jax,11,1359,0.00809418690213392,883,0.649742457689478,2704,0.00406804733727811
J4r2,11,Jax,2,683,0.00292825768667643,383,0.560761346998536,2704,0.000739644970414201
J4r2,21,Jax,3,178,0.0168539325842697,112,0.629213483146067,2704,0.0011094674556213
J4r2,7,Jax,1,1035,0.000966183574879227,297,0.28695652173913,2704,0.000369822485207101
J4r2,2,Jax,1,1499,0.00066711140760507,208,0.138759172781855,2704,0.000369822485207101
J4r2,10,Jax,4,760,0.00526315789473684,235,0.309210526315789,2704,0.0014792899408284
J4r2,18,Jax,3,342,0.0087719298245614,205,0.599415204678363,2704,0.0011094674556213
J4r2,17,Jax,1,413,0.00242130750605327,70,0.169491525423729,2704,0.000369822485207101
J4r2,5,Jax,1,1349,0.000741289844329133,1161,0.860637509266123,2704,0.000369822485207101
J4r2,12,Jax,1,667,0.00149925037481259,172,0.257871064467766,2704,0.000369822485207101
J4r2,19,Jax,1,303,0.0033003300330033,86,0.283828382838284,2704,0.000369822485207101
J4r2,23,Jax,1,138,0.0072463768115942,69,0.5,2704,0.000369822485207101
J4r2,1,Jax,1,1648,0.000606796116504854,222,0.134708737864078,2704,0.000369822485207101
J4r2,9,Jax,1,791,0.00126422250316056,230,0.290771175726928,2704,0.000369822485207101
JE10r1,6,Env2Jax,89,1048,0.0849236641221374,666,0.635496183206107,69237,0.00128543986596762
JE10r1,3,Env2Jax,381,1468,0.259536784741144,930,0.633514986376022,69237,0.00550283807790632
JE10r1,16,Env2Jax,62,423,0.146572104018913,124,0.293144208037825,69237,0.000895474962808903
JE10r1,0,Env2Jax,61,1830,0.0333333333333333,355,0.193989071038251,69237,0.000881031818247469
JE10r1,7,Env2Jax,70,1035,0.0676328502415459,501,0.484057971014493,69237,0.00101102011930037
JE10r1,1,Env2Jax,108,1648,0.0655339805825243,523,0.317354368932039,69237,0.00155985961263486
JE10r1,20,Env2Jax,19,206,0.0922330097087379,71,0.344660194174757,69237,0.000274419746667244
JE10r1,13,Env2Jax,74,637,0.116169544740973,330,0.518053375196232,69237,0.00106879269754611
JE10r1,10,Env2Jax,27,760,0.0355263157894737,227,0.298684210526316,69237,0.000389964903158716
JE10r1,2,Env2Jax,74,1499,0.0493662441627752,429,0.286190793862575,69237,0.00106879269754611
JE10r1,12,Env2Jax,86,667,0.128935532233883,298,0.446776611694153,69237,0.00124211043228332
JE10r1,11,Env2Jax,25,683,0.0366032210834553,82,0.120058565153734,69237,0.000361078614035848
JE10r1,19,Env2Jax,9,303,0.0297029702970297,150,0.495049504950495,69237,0.000129988301052905
JE10r1,8,Env2Jax,7,834,0.00839328537170264,7,0.00839328537170264,69237,0.000101102011930037
JE10r1,14,Env2Jax,3,616,0.00487012987012987,33,0.0535714285714286,69237,0.0000433294336843017
JE10r1,22,Env2Jax,6,159,0.0377358490566038,61,0.383647798742138,69237,0.0000866588673686035
JE10r1,21,Env2Jax,1,178,0.00561797752808989,5,0.0280898876404494,69237,0.0000144431445614339
JE10r1,17,Env2Jax,10,413,0.0242130750605327,204,0.493946731234867,69237,0.000144431445614339
JE10r1,5,Env2Jax,10,1349,0.00741289844329133,102,0.0756115641215715,69237,0.000144431445614339
JE10r1,9,Env2Jax,24,791,0.0303413400758533,332,0.419721871049305,69237,0.000346635469474414
JE10r1,4,Env2Jax,1,1359,0.000735835172921266,4,0.00294334069168506,69237,0.0000144431445614339
JE10r1,18,Env2Jax,4,342,0.0116959064327485,24,0.0701754385964912,69237,0.0000577725782457357
JE10r2,12,Env2Jax,93,667,0.139430284857571,298,0.446776611694153,52334,0.00177704742614744
JE10r2,6,Env2Jax,85,1048,0.0811068702290076,666,0.635496183206107,52334,0.00162418313142508
JE10r2,3,Env2Jax,394,1468,0.268392370572207,930,0.633514986376022,52334,0.00752856651507624
JE10r2,7,Env2Jax,84,1035,0.0811594202898551,501,0.484057971014493,52334,0.00160507509458478
JE10r2,13,Env2Jax,86,637,0.135007849293564,330,0.518053375196232,52334,0.00164329116826537
JE10r2,0,Env2Jax,69,1830,0.0377049180327869,355,0.193989071038251,52334,0.00131845454198036
JE10r2,16,Env2Jax,53,423,0.125295508274232,124,0.293144208037825,52334,0.00101272595253564
JE10r2,1,Env2Jax,104,1648,0.0631067961165049,523,0.317354368932039,52334,0.00198723583139068
JE10r2,10,Env2Jax,47,760,0.0618421052631579,227,0.298684210526316,52334,0.000898077731493866
JE10r2,20,Env2Jax,21,206,0.101941747572816,71,0.344660194174757,52334,0.000401268773646196
JE10r2,5,Env2Jax,18,1349,0.0133432171979244,102,0.0756115641215715,52334,0.000343944663125311
JE10r2,11,Env2Jax,30,683,0.0439238653001464,82,0.120058565153734,52334,0.000573241105208851
JE10r2,2,Env2Jax,63,1499,0.0420280186791194,429,0.286190793862575,52334,0.00120380632093859
JE10r2,14,Env2Jax,13,616,0.0211038961038961,33,0.0535714285714286,52334,0.000248404478923835
JE10r2,19,Env2Jax,5,303,0.0165016501650165,150,0.495049504950495,52334,0.0000955401842014751
JE10r2,22,Env2Jax,7,159,0.0440251572327044,61,0.383647798742138,52334,0.000133756257882065
JE10r2,9,Env2Jax,18,791,0.02275600505689,332,0.419721871049305,52334,0.000343944663125311
JE10r2,17,Env2Jax,7,413,0.0169491525423729,204,0.493946731234867,52334,0.000133756257882065
JE10r2,18,Env2Jax,8,342,0.0233918128654971,24,0.0701754385964912,52334,0.00015286429472236
JE10r2,4,Env2Jax,1,1359,0.000735835172921266,4,0.00294334069168506,52334,0.000019108036840295
JE11r1,3,Env2Jax,23,1468,0.0156675749318801,930,0.633514986376022,43968,0.000523107714701601
JE11r1,15,Env2Jax,105,459,0.228758169934641,287,0.625272331154684,43968,0.00238810043668122
JE11r1,1,Env2Jax,31,1648,0.0188106796116505,523,0.317354368932039,43968,0.000705058224163028
JE11r1,19,Env2Jax,52,303,0.171617161716172,150,0.495049504950495,43968,0.00118267831149927
JE11r1,7,Env2Jax,81,1035,0.0782608695652174,501,0.484057971014493,43968,0.00184224890829694
JE11r1,2,Env2Jax,31,1499,0.0206804536357572,429,0.286190793862575,43968,0.000705058224163028
JE11r1,17,Env2Jax,45,413,0.108958837772397,204,0.493946731234867,43968,0.00102347161572052
JE11r1,13,Env2Jax,66,637,0.103610675039246,330,0.518053375196232,43968,0.00150109170305677
JE11r1,9,Env2Jax,67,791,0.0847029077117573,332,0.419721871049305,43968,0.00152383551673945
JE11r1,6,Env2Jax,56,1048,0.0534351145038168,666,0.635496183206107,43968,0.00127365356622999
JE11r1,0,Env2Jax,42,1830,0.0229508196721311,355,0.193989071038251,43968,0.000955240174672489
JE11r1,10,Env2Jax,36,760,0.0473684210526316,227,0.298684210526316,43968,0.000818777292576419
JE11r1,22,Env2Jax,9,159,0.0566037735849057,61,0.383647798742138,43968,0.000204694323144105
JE11r1,20,Env2Jax,2,206,0.00970873786407767,71,0.344660194174757,43968,0.0000454876273653566
JE11r1,12,Env2Jax,32,667,0.047976011994003,298,0.446776611694153,43968,0.000727802037845706
JE11r1,11,Env2Jax,2,683,0.00292825768667643,82,0.120058565153734,43968,0.0000454876273653566
JE11r1,21,Env2Jax,1,178,0.00561797752808989,5,0.0280898876404494,43968,0.0000227438136826783
JE11r1,18,Env2Jax,2,342,0.00584795321637427,24,0.0701754385964912,43968,0.0000454876273653566
JE11r1,5,Env2Jax,17,1349,0.0126019273535953,102,0.0756115641215715,43968,0.000386644832605531
JE11r1,14,Env2Jax,2,616,0.00324675324675325,33,0.0535714285714286,43968,0.0000454876273653566
JE11r2,15,Env2Jax,129,459,0.281045751633987,287,0.625272331154684,37693,0.00342238611943862
JE11r2,7,Env2Jax,88,1035,0.085024154589372,501,0.484057971014493,37693,0.00233465099620619
JE11r2,13,Env2Jax,46,637,0.0722135007849294,330,0.518053375196232,37693,0.00122038574801687
JE11r2,17,Env2Jax,46,413,0.11138014527845,204,0.493946731234867,37693,0.00122038574801687
JE11r2,19,Env2Jax,33,303,0.108910891089109,150,0.495049504950495,37693,0.000875494123577322
JE11r2,12,Env2Jax,37,667,0.055472263868066,298,0.446776611694153,37693,0.000981614623404876
JE11r2,0,Env2Jax,39,1830,0.0213114754098361,355,0.193989071038251,37693,0.00103467487331865
JE11r2,6,Env2Jax,60,1048,0.0572519083969466,666,0.635496183206107,37693,0.00159180749741331
JE11r2,20,Env2Jax,8,206,0.0388349514563107,71,0.344660194174757,37693,0.000212240999655108
JE11r2,10,Env2Jax,35,760,0.0460526315789474,227,0.298684210526316,37693,0.000928554373491099
JE11r2,22,Env2Jax,8,159,0.050314465408805,61,0.383647798742138,37693,0.000212240999655108
JE11r2,9,Env2Jax,64,791,0.0809102402022756,332,0.419721871049305,37693,0.00169792799724087
JE11r2,1,Env2Jax,42,1648,0.0254854368932039,523,0.317354368932039,37693,0.00111426524818932
JE11r2,5,Env2Jax,17,1349,0.0126019273535953,102,0.0756115641215715,37693,0.000451012124267105
JE11r2,3,Env2Jax,28,1468,0.0190735694822888,930,0.633514986376022,37693,0.000742843498792879
JE11r2,23,Env2Jax,1,138,0.0072463768115942,4,0.0289855072463768,37693,0.0000265301249568885
JE11r2,2,Env2Jax,26,1499,0.0173448965977318,429,0.286190793862575,37693,0.000689783248879102
JE11r2,14,Env2Jax,4,616,0.00649350649350649,33,0.0535714285714286,37693,0.000106120499827554
JE11r2,11,Env2Jax,2,683,0.00292825768667643,82,0.120058565153734,37693,0.0000530602499137771
JE11r2,16,Env2Jax,1,423,0.00236406619385343,124,0.293144208037825,37693,0.0000265301249568885
JE12r1,9,Env2Jax,63,791,0.079646017699115,332,0.419721871049305,27598,0.00228277411406624
JE12r1,7,Env2Jax,71,1035,0.0685990338164251,501,0.484057971014493,27598,0.0025726501920429
JE12r1,2,Env2Jax,121,1499,0.0807204803202135,429,0.286190793862575,27598,0.00438437567939706
JE12r1,0,Env2Jax,17,1830,0.0092896174863388,355,0.193989071038251,27598,0.000615986665700413
JE12r1,17,Env2Jax,49,413,0.11864406779661,204,0.493946731234867,27598,0.00177549097760707
JE12r1,15,Env2Jax,13,459,0.028322440087146,287,0.625272331154684,27598,0.000471048626712081
JE12r1,1,Env2Jax,37,1648,0.0224514563106796,523,0.317354368932039,27598,0.00134067686064208
JE12r1,22,Env2Jax,9,159,0.0566037735849057,61,0.383647798742138,27598,0.000326110587723748
JE12r1,10,Env2Jax,31,760,0.0407894736842105,227,0.298684210526316,27598,0.00112326980215958
JE12r1,19,Env2Jax,17,303,0.0561056105610561,150,0.495049504950495,27598,0.000615986665700413
JE12r1,6,Env2Jax,10,1048,0.00954198473282443,666,0.635496183206107,27598,0.000362345097470831
JE12r1,14,Env2Jax,3,616,0.00487012987012987,33,0.0535714285714286,27598,0.000108703529241249
JE12r1,12,Env2Jax,16,667,0.0239880059970015,298,0.446776611694153,27598,0.00057975215595333
JE12r1,13,Env2Jax,16,637,0.0251177394034537,330,0.518053375196232,27598,0.00057975215595333
JE12r1,3,Env2Jax,25,1468,0.0170299727520436,930,0.633514986376022,27598,0.000905862743677078
JE12r1,5,Env2Jax,13,1349,0.00963676797627873,102,0.0756115641215715,27598,0.000471048626712081
JE12r1,20,Env2Jax,3,206,0.0145631067961165,71,0.344660194174757,27598,0.000108703529241249
JE12r1,11,Env2Jax,9,683,0.0131771595900439,82,0.120058565153734,27598,0.000326110587723748
JE12r1,21,Env2Jax,1,178,0.00561797752808989,5,0.0280898876404494,27598,0.0000362345097470831
JE12r1,4,Env2Jax,1,1359,0.000735835172921266,4,0.00294334069168506,27598,0.0000362345097470831
JE12r1,23,Env2Jax,1,138,0.0072463768115942,4,0.0289855072463768,27598,0.0000362345097470831
JE12r1,16,Env2Jax,3,423,0.00709219858156028,124,0.293144208037825,27598,0.000108703529241249
JE12r1,18,Env2Jax,1,342,0.00292397660818713,24,0.0701754385964912,27598,0.0000362345097470831
JE12r2,0,Env2Jax,15,1830,0.00819672131147541,355,0.193989071038251,21608,0.000694187338022954
JE12r2,15,Env2Jax,15,459,0.0326797385620915,287,0.625272331154684,21608,0.000694187338022954
JE12r2,2,Env2Jax,109,1499,0.0727151434289526,429,0.286190793862575,21608,0.00504442798963347
JE12r2,9,Env2Jax,46,791,0.0581542351453856,332,0.419721871049305,21608,0.00212884116993706
JE12r2,10,Env2Jax,27,760,0.0355263157894737,227,0.298684210526316,21608,0.00124953720844132
JE12r2,7,Env2Jax,65,1035,0.0628019323671498,501,0.484057971014493,21608,0.0030081451314328
JE12r2,13,Env2Jax,17,637,0.0266875981161695,330,0.518053375196232,21608,0.000786745649759348
JE12r2,3,Env2Jax,23,1468,0.0156675749318801,930,0.633514986376022,21608,0.00106442058496853
JE12r2,6,Env2Jax,6,1048,0.00572519083969466,666,0.635496183206107,21608,0.000277674935209182
JE12r2,17,Env2Jax,36,413,0.0871670702179177,204,0.493946731234867,21608,0.00166604961125509
JE12r2,11,Env2Jax,6,683,0.00878477306002928,82,0.120058565153734,21608,0.000277674935209182
JE12r2,19,Env2Jax,6,303,0.0198019801980198,150,0.495049504950495,21608,0.000277674935209182
JE12r2,16,Env2Jax,2,423,0.00472813238770686,124,0.293144208037825,21608,0.0000925583117363939
JE12r2,22,Env2Jax,10,159,0.0628930817610063,61,0.383647798742138,21608,0.00046279155868197
JE12r2,1,Env2Jax,15,1648,0.00910194174757281,523,0.317354368932039,21608,0.000694187338022954
JE12r2,5,Env2Jax,9,1349,0.00667160859896219,102,0.0756115641215715,21608,0.000416512402813773
JE12r2,20,Env2Jax,4,206,0.0194174757281553,71,0.344660194174757,21608,0.000185116623472788
JE12r2,12,Env2Jax,14,667,0.0209895052473763,298,0.446776611694153,21608,0.000647908182154758
JE12r2,18,Env2Jax,1,342,0.00292397660818713,24,0.0701754385964912,21608,0.000046279155868197
JE12r2,23,Env2Jax,2,138,0.0144927536231884,4,0.0289855072463768,21608,0.0000925583117363939
JE12r2,14,Env2Jax,1,616,0.00162337662337662,33,0.0535714285714286,21608,0.000046279155868197
JE9r1,6,Env2Jax,235,1048,0.224236641221374,666,0.635496183206107,32739,0.00717798344482116
JE9r1,3,Env2Jax,39,1468,0.026566757493188,930,0.633514986376022,32739,0.00119123980573628
JE9r1,2,Env2Jax,3,1499,0.00200133422281521,429,0.286190793862575,32739,0.0000916338312104829
JE9r1,0,Env2Jax,72,1830,0.039344262295082,355,0.193989071038251,32739,0.00219921194905159
JE9r1,7,Env2Jax,30,1035,0.0289855072463768,501,0.484057971014493,32739,0.000916338312104829
JE9r1,9,Env2Jax,33,791,0.0417193426042984,332,0.419721871049305,32739,0.00100797214331531
JE9r1,1,Env2Jax,117,1648,0.070995145631068,523,0.317354368932039,32739,0.00357371941720883
JE9r1,5,Env2Jax,10,1349,0.00741289844329133,102,0.0756115641215715,32739,0.000305446104034943
JE9r1,22,Env2Jax,9,159,0.0566037735849057,61,0.383647798742138,32739,0.000274901493631449
JE9r1,19,Env2Jax,16,303,0.0528052805280528,150,0.495049504950495,32739,0.000488713766455909
JE9r1,20,Env2Jax,10,206,0.0485436893203883,71,0.344660194174757,32739,0.000305446104034943
JE9r1,11,Env2Jax,7,683,0.0102489019033675,82,0.120058565153734,32739,0.00021381227282446
JE9r1,17,Env2Jax,6,413,0.0145278450363196,204,0.493946731234867,32739,0.000183267662420966
JE9r1,10,Env2Jax,18,760,0.0236842105263158,227,0.298684210526316,32739,0.000549802987262897
JE9r1,12,Env2Jax,15,667,0.0224887556221889,298,0.446776611694153,32739,0.000458169156052415
JE9r1,4,Env2Jax,1,1359,0.000735835172921266,4,0.00294334069168506,32739,0.0000305446104034943
JE9r1,13,Env2Jax,14,637,0.021978021978022,330,0.518053375196232,32739,0.00042762454564892
JE9r1,15,Env2Jax,12,459,0.0261437908496732,287,0.625272331154684,32739,0.000366535324841932
JE9r1,18,Env2Jax,6,342,0.0175438596491228,24,0.0701754385964912,32739,0.000183267662420966
JE9r1,14,Env2Jax,2,616,0.00324675324675325,33,0.0535714285714286,32739,0.0000610892208069886
JE9r1,21,Env2Jax,2,178,0.0112359550561798,5,0.0280898876404494,32739,0.0000610892208069886
JE9r1,16,Env2Jax,1,423,0.00236406619385343,124,0.293144208037825,32739,0.0000305446104034943
JE9r2,7,Env2Jax,12,1035,0.0115942028985507,501,0.484057971014493,17888,0.000670840787119857
JE9r2,14,Env2Jax,5,616,0.00811688311688312,33,0.0535714285714286,17888,0.000279516994633274
JE9r2,3,Env2Jax,17,1468,0.0115803814713896,930,0.633514986376022,17888,0.000950357781753131
JE9r2,6,Env2Jax,125,1048,0.119274809160305,666,0.635496183206107,17888,0.00698792486583184
JE9r2,13,Env2Jax,11,637,0.0172684458398744,330,0.518053375196232,17888,0.000614937388193202
JE9r2,0,Env2Jax,40,1830,0.0218579234972678,355,0.193989071038251,17888,0.00223613595706619
JE9r2,9,Env2Jax,17,791,0.0214917825537295,332,0.419721871049305,17888,0.000950357781753131
JE9r2,5,Env2Jax,8,1349,0.00593031875463306,102,0.0756115641215715,17888,0.000447227191413238
JE9r2,1,Env2Jax,69,1648,0.041868932038835,523,0.317354368932039,17888,0.00385733452593918
JE9r2,15,Env2Jax,13,459,0.028322440087146,287,0.625272331154684,17888,0.000726744186046512
JE9r2,19,Env2Jax,12,303,0.0396039603960396,150,0.495049504950495,17888,0.000670840787119857
JE9r2,22,Env2Jax,3,159,0.0188679245283019,61,0.383647798742138,17888,0.000167710196779964
JE9r2,12,Env2Jax,5,667,0.00749625187406297,298,0.446776611694153,17888,0.000279516994633274
JE9r2,20,Env2Jax,4,206,0.0194174757281553,71,0.344660194174757,17888,0.000223613595706619
JE9r2,17,Env2Jax,5,413,0.0121065375302663,204,0.493946731234867,17888,0.000279516994633274
JE9r2,2,Env2Jax,2,1499,0.00133422281521014,429,0.286190793862575,17888,0.000111806797853309
JE9r2,18,Env2Jax,2,342,0.00584795321637427,24,0.0701754385964912,17888,0.000111806797853309
JE9r2,10,Env2Jax,6,760,0.00789473684210526,227,0.298684210526316,17888,0.000335420393559928
JE9r2,11,Env2Jax,1,683,0.00146412884333821,82,0.120058565153734,17888,0.0000559033989266547
JE9r2,16,Env2Jax,2,423,0.00472813238770686,124,0.293144208037825,17888,0.000111806797853309
