seqid,Otu87,Otu1,Otu9,Otu2,Otu25,Otu7,Otu8,Otu21,Otu27,Otu514,Otu6,Otu4,Otu10,Otu30,Otu71,Otu312,Otu253,Otu15,Otu18,Otu40,Otu111,Otu16,Otu17,Otu3,Otu136,Otu314,Otu34,Otu22,Otu53,Otu13,Otu546,Otu5,Otu130,Otu137,Otu26,Otu46,Otu99,Otu286,Otu94,Otu43,Otu104,Otu14,Otu247,Otu12,Otu11,Otu52,Otu51,Otu102,Otu361,Otu54,Otu411,Otu49,Otu57,Otu146,Otu24,Otu23,Otu91,Otu80,Otu236,Otu384,Otu42,Otu75,Otu294,Otu230,Otu68,Otu96,Otu583,Otu334,Otu28,Otu19,Otu260,Otu59,Otu158,Otu100,Otu50,Otu199,Otu180,Otu88,Otu90,Otu37,Otu116,Otu490,Otu316,Otu86,Otu706,Otu845,Otu65,Otu212,Otu95,Otu201,Otu135,Otu81,Otu112,Otu719,Otu908,Otu177,Otu61,Otu101,Otu64,Otu20,Otu210,Otu39,Otu31,Otu189,Otu246,Otu467,Otu157,Otu564,Otu66,Otu36,Otu520,Otu78,Otu56,Otu160,Otu909,Otu107,Otu281,Otu128,Otu350,Otu67,Otu207,Otu139,Otu121,Otu202,Otu707,Otu471,Otu63,Otu110,Otu833,Otu226,Otu382,Otu259,Otu219,Otu103,Otu321,Otu897,Otu227,Otu106,Otu302,Otu127,Otu124,Otu120,Otu900,Otu32,Otu369,Otu859,Otu98,Otu170,Otu560,Otu320,Otu349,Otu138,Otu701,Otu717,Otu213,Otu435,Otu55,Otu450,Otu496,Otu827,Otu92,Otu567,Otu559,Otu185,Otu562,Otu711,Otu270,Otu83,Otu518,Otu234,Otu182,Otu296,Otu362,Otu510,Otu386,Otu249,Otu235,Otu368,Otu133,Otu832,Otu156,Otu282,Otu911,Otu387,Otu84,Otu275,Otu129,Otu643,Otu709,Otu245,Otu274,Otu452,Otu380,Otu381,Otu324,Otu187,Otu229,Otu159,Otu176,Otu475,Otu500,Otu122,Otu373,Otu162,Otu656,Otu336,Otu183,Otu409,Otu216,Otu903,Otu113,Otu228,Otu477,Otu206,Otu898,Otu62,Otu861,Otu394,Otu171,Otu440,Otu152,Otu557,Otu191,Otu172,Otu276,Otu712,Otu392,Otu150,Otu733,Otu109,Otu775,Otu400,Otu174,Otu192,Otu835,Otu237,Otu301,Otu521,Otu476,Otu196,Otu348,Otu862,Otu311,Otu527,Otu886,Otu223,Otu503,Otu934,Otu478,Otu241,Otu879,Otu175,Otu543,Otu306,Otu205,Otu186,Otu412,Otu181,Otu762,Otu436,Otu720,Otu363,Otu507,Otu255,Otu854,Otu479,Otu190,Otu533,Otu561,Otu292,Otu721,Otu169,Otu367,Otu298,Otu878,Otu534,Otu548,Otu208,Otu537,Otu232,Otu211,Otu725,Otu491,Otu390,Otu209,Otu426,Otu676,Otu874,Otu663,Otu125,Otu536,Otu147,Otu727,Otu640,Otu429,Otu480,Otu922,Otu501,Otu928,Otu376,Otu799,Otu396,Otu419,Otu569,Otu836,Otu857,Otu327,Otu600,Otu145,Otu779,Otu869,Otu535,Otu413,Otu524,Otu442,Otu284,Otu544,Otu753,Otu578,Otu688,Otu508,Otu932,Otu279,Otu225,Otu407,Otu576,Otu76,Otu231,Otu325,Otu591,Otu168,Otu553,Otu308,Otu416,Otu44,Otu167,Otu161,Otu131,Otu608,Otu243,Otu293,Otu594,Otu592,Otu610,Otu581,Otu371,Otu248,Otu763,Otu777,Otu691,Otu790,Otu58,Otu499,Otu731,Otu402,Otu70,Otu45,Otu431,Otu142,Otu35,Otu504,Otu143,Otu470,Otu38,Otu417,Otu482,Otu461,Otu203,Otu333,Otu393,Otu598,Otu93,Otu89,Otu79,Otu385,Otu489,Otu355,Otu354,Otu465,Otu492,Otu352,Otu326,Otu251,Otu115,Otu856,Otu300,Otu340,Otu604,Otu445,Otu638,Otu786,Otu625,Otu645,Otu528,Otu408,Otu322,Otu60,Otu267,Otu198,Otu379,Otu768,Otu851,Otu683,Otu343,Otu682,Otu359,Otu668,Otu351,Otu704,Otu446,Otu269,Otu424,Otu347,Otu566,Otu751,Otu627,Otu618,Otu826,Otu438,Otu288,Otu867,Otu830,Otu511,Otu685,Otu295,Otu636,Otu401,Otu337,Otu749,Otu754,Otu689,Otu73,Otu729,Otu358,Otu195,Otu906,Otu285,Otu154,Otu331,Otu439,Otu345,Otu357,Otu637,Otu595,Otu338,Otu523,Otu215,Otu239,Otu374,Otu622,Otu474,Otu738,Otu930,Otu444,Otu463,Otu740,Otu494,Otu291,Otu552,Otu406,Otu585,Otu420,Otu437,Otu498,Otu542,Otu271,Otu568,Otu695,Otu788,Otu464,Otu432,Otu889,Otu197,Otu575,Otu265,Otu759,Otu313,Otu466,Otu657,Otu821,Otu670,Otu165,Otu532,Otu525,Otu864,Otu117,Otu252,Otu488,Otu910,Otu808,Otu902,Otu421,Otu506,Otu430,Otu458,Otu459,Otu708,Otu783,Otu829,Otu767,Otu457,Otu280,Otu153,Otu547,Otu791,Otu904,Otu813,Otu805,Otu807,Otu403,Otu757,Otu797,Otu378,Otu455,Otu677,Otu250,Otu558,Otu448,Otu623,Otu803,Otu870,Otu860,Otu891,Otu764,Otu588,Otu512,Otu761,Otu699,Otu843,Otu705,Otu164,Otu577,Otu319,Otu573,Otu665,Otu782,Otu77,Otu681,Otu493,Otu166,Otu602,Otu687,Otu303,Otu603,Otu342,Otu875,Otu224,Otu484,Otu335,Otu483,Otu144,Otu680,Otu822,Otu149,Otu405,Otu823,Otu41,Otu626,Otu756,Otu785,Otu487,Otu617,Otu530,Otu850,Otu69,Otu589,Otu485,Otu519,Otu732,Otu631,Otu881,Otu776,Otu918,Otu632,Otu841,Otu621,Otu726,Otu770,Otu820,Otu921,Otu796,Otu554,Otu647,Otu899,Otu565,Otu739,Otu513,Otu220,Otu794,Otu802,Otu451,Otu907,Otu698,Otu838,Otu865,Otu825,Otu629,Otu772,Otu397,Otu97,Otu29,Otu268,Otu134,Otu123,Otu262,Otu616,Otu240,Otu651,Otu666,Otu364,Otu395,Otu880,Otu555,Otu723,Otu661,Otu242,Otu780,Otu730,Otu722,Otu641,Otu462,Otu613,Otu586,Otu468,Otu399,Otu671,Otu800,Otu222,Otu238,Otu893,Otu606,Otu370,Otu481,Otu658,Otu873,Otu522,Otu545,Otu654,Otu422,Otu662,Otu531,Otu105,Otu659,Otu580,Otu734,Otu410,Otu539,Otu660,Otu609,Otu646,Otu389,Otu582,Otu925,Otu924,Otu644,Otu256,Otu48,Otu755,Otu901,Otu746,Otu453,Otu360,Otu628,Otu516,Otu690,Otu929,Otu876,Otu318,Otu353,Otu540,Otu233,Otu811,Otu497,Otu642,Otu178,Otu344,Otu747,Otu607,Otu655,Otu812,Otu330,Otu815,Otu423,Otu289,Otu919,Otu151,Otu571,Otu173,Otu339,Otu810,Otu809,Otu648,Otu923,Otu538,Otu765,Otu601,Otu365,Otu931,Otu744,Otu264,Otu801,Otu868,Otu853,Otu714,Otu778,Otu798,Otu404,Otu792,Otu526,Otu702,Otu915,Otu194,Otu425,Otu620,Otu669,Otu787,Otu179,Otu895,Otu842,Otu872,Otu356,Otu814,Otu784,Otu193,Otu664,Otu863,Otu818,Otu917,Otu748,Otu692,Otu310,Otu789,Otu882,Otu47,Otu434,Otu650,Otu866,Otu758,Otu697,Otu456,Otu693,Otu743,Otu261,Otu817,Otu33,Otu132,Otu82,Otu793,Otu85,Otu388,Otu433,Otu398,Otu148,Otu200,Otu315,Otu126,Otu163,Otu188,Otu795,Otu551,Otu218,Otu155,Otu184,Otu204,Otu766,Otu469,Otu108,Otu266,Otu119,Otu667,Otu710,Otu257,Otu254,Otu328,Otu847,Otu244,Otu377,Otu597,Otu653,Otu297,Otu703,Otu443,Otu927,Otu221,Otu258,Otu673,Otu273,Otu317,Otu837,Otu418,Otu428,Otu834,Otu760,Otu769,Otu728,Otu141,Otu574,Otu750,Otu916,Otu415,Otu846,Otu495,Otu391,Otu118,Otu855,Otu816,Otu686,Otu323,Otu877,Otu804,Otu473,Otu515,Otu819,Otu214,Otu307,Otu840,Otu696,Otu584,Otu304,Otu913,Otu570,Otu715,Otu852,Otu858,Otu427,Otu914,Otu679,Otu888,Otu277,Otu572,Otu824,Otu716,Otu912,Otu933,Otu615,Otu605,Otu587,Otu633,Otu806,Otu140,Otu871,Otu831,Otu635,Otu905,Otu896,Otu263,Otu593,Otu639,Otu745,Otu114,Otu649,Otu329,Otu375,Otu894,Otu217,Otu892,Otu549,Otu844,Otu332,Otu675,Otu890,Otu884,Otu505,Otu920,Otu509,Otu781,Otu630,Otu883,Otu718,Otu684,Otu612,Otu828,Otu290,Otu611,Otu887,Otu441,Otu700,Otu556,Otu366,Otu741,Otu550,Otu563,Otu517,Otu486,Otu449,Otu674,Otu885,Otu752,Otu346,Otu839,Otu341,Otu599,Otu735,Otu72,Otu774,Otu287,Otu305,Otu624,Otu447,Otu737,Otu742,Otu590,Otu619,Otu278,Otu460,Otu372,Otu472,Otu414,Otu272,Otu283,Otu634,Otu848,Otu502,Otu849,Otu713,Otu652,Otu773,Otu541,Otu672,Otu579,Otu74
Env2Jax-1,25,779,729,2053,78,342,479,115,115,8,450,968,125,197,24,14,14,47,189,890,13,260,163,553,5,19,304,85,55,197,2,6,14,21,99,63,7,6,12,50,16,135,2,133,42,36,68,8,1,86,9,53,21,5,1,73,83,24,5,7,49,15,7,14,26,10,2,2,78,75,3,29,21,32,42,8,11,7,17,42,12,1,5,6,5,3,18,9,16,9,2,39,16,1,3,5,27,2,24,19,12,32,15,10,8,12,2,1,33,6,1,9,31,1,1,4,6,4,1,19,6,12,11,12,2,1,1,6,1,8,2,1,12,5,6,3,6,14,4,8,2,9,1,7,2,1,5,5,3,4,3,5,3,2,7,1,23,2,2,1,9,2,1,3,1,2,4,9,6,9,14,5,1,1,3,1,14,5,12,1,2,2,2,7,15,2,11,1,1,5,3,1,3,1,2,2,8,1,3,3,2,2,1,17,2,1,5,5,2,2,5,5,1,4,3,1,4,3,1,2,7,2,4,3,4,5,1,2,3,2,1,6,1,6,1,2,1,1,1,2,1,4,2,1,1,1,2,1,2,1,1,1,1,2,4,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,3,4,2,2,1,1,1,2,3,3,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Env2Jax-2,236,4288,1687,146,263,1335,1493,293,606,0,1207,1365,1676,343,93,11,0,129,585,0,42,573,484,2423,0,0,1,0,0,1064,4,0,0,19,0,149,64,9,94,171,1,274,0,1123,531,111,0,15,0,72,0,156,104,48,463,97,0,0,22,11,0,6,3,58,261,29,0,2,610,0,0,180,79,104,224,26,53,305,60,644,22,8,14,335,0,0,0,2,58,32,24,259,61,0,0,78,265,13,226,433,0,131,271,17,0,0,41,0,142,480,0,68,84,0,0,11,2,58,6,244,1,53,68,62,0,20,232,1,0,82,4,12,54,49,0,0,0,104,26,0,0,0,0,0,0,0,52,49,0,0,10,39,1,0,77,0,217,24,6,0,2,19,2,41,0,0,47,34,0,12,19,0,1,0,3,0,0,0,49,0,0,17,0,20,5,1,0,2,0,0,4,0,8,0,5,1,0,37,56,1,0,20,4,262,3,4,55,9,153,0,5,134,6,11,3,7,0,8,11,30,38,0,4,49,0,0,0,26,0,18,0,3,33,0,0,1,14,0,5,2,0,0,0,10,0,0,17,1,0,11,0,0,3,2,0,20,7,31,0,31,0,0,6,20,0,9,0,0,4,27,0,27,2,2,0,0,0,36,0,109,16,0,5,10,0,0,0,0,2,12,0,20,0,0,8,0,0,5,1,1,0,12,2,0,0,0,0,8,18,0,1,0,0,0,17,32,0,4,1,0,0,0,2,2,0,1,62,3,0,6,115,3,0,1,23,4,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,227,821,26,315,395,7,37,11,274,23,5,3,11,16,29,14,186,242,156,6,7,5,12,30,30,10,110,52,71,4,15,7,3,3,4,4,6,8,5,26,13,76,10,42,31,5,8,7,59,3,2,9,19,1,21,4,4,13,15,2,6,5,7,21,5,3,3,9,14,11,14,16,9,7,2,2,8,8,3,4,3,2,6,3,9,6,16,8,11,23,23,7,3,3,5,3,6,3,19,2,4,4,11,8,8,9,7,7,1,5,1,2,1,3,4,6,2,1,2,3,1,4,2,4,5,1,3,5,4,2,1,2,6,2,3,5,3,9,2,3,6,5,3,1,1,5,1,1,7,1,3,2,1,1,4,2,1,1,2,1,1,1,3,1,1,1,1,1,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Env2Jax-4,3,9813,0,17786,89,2093,427,96,516,0,441,1228,894,174,546,0,102,40,238,0,53,748,842,2681,0,0,2,191,566,625,11,0,39,266,153,738,10,5,136,198,2,2521,0,536,68,846,556,65,0,615,0,634,161,40,694,1394,0,39,26,2,1307,61,31,33,366,17,0,0,906,1823,2,267,66,106,148,52,3,281,180,635,44,6,16,1,0,0,0,80,62,11,21,90,157,0,0,11,170,0,254,446,0,992,8,8,105,10,2,0,213,3,0,6,97,0,0,4,0,52,23,330,109,11,110,64,0,7,9,2,0,29,12,1,37,13,0,0,0,136,30,0,0,0,0,0,0,0,39,2,3,73,4,46,7,1,17,0,240,1,2,0,16,1,6,25,0,0,50,31,0,10,38,0,6,1,3,26,0,0,208,0,3,2,0,19,2,7,250,8,0,1,0,24,44,16,5,7,5,4,30,14,6,37,5,0,7,0,19,9,0,1,0,0,0,25,2,0,0,0,8,17,20,11,1,7,44,0,0,60,0,5,0,0,45,64,0,3,5,0,0,1,0,0,0,7,0,0,8,0,0,0,0,20,8,4,0,4,3,21,0,6,0,16,0,33,0,3,3,0,2,5,0,6,0,1,0,0,3,3,7,0,52,0,1,8,0,0,0,0,0,0,0,8,0,0,2,0,3,0,0,1,0,2,3,7,0,1,0,0,4,0,0,24,12,0,16,76,0,8,0,0,0,0,0,5,8,0,34,0,83,0,4,3,0,0,21,0,1,0,1,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,67,4,1,2,983,12,48,13,121,1,3,14,81,0,0,1,0,292,37,3,4,0,13,0,0,2,0,0,20,1,0,1,9,0,0,1,1,0,0,0,0,174,3,0,2,0,1,4,33,2,0,0,0,0,0,0,11,34,1,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,5,1,70,1,1,0,1,0,4,4,7,5,4,3,0,6,11,16,2,30,2,0,3,0,6,5,0,2,1,0,1,0,0,6,5,2,13,2,0,0,0,8,3,0,1,2,0,0,12,0,0,1,7,3,1,1,1,3,0,0,6,0,0,32,2,4,0,0,0,0,3,0,0,4,8,0,0,0,0,0,8,0,0,1,4,0,52,0,10,0,0,0,0,1,0,6,0,4,0,1,0,2,0,22,6,2,1,0,2,0,55,1,20,11,4,8,3,62,31,12,56,141,3,9,26,7,2,58,5,16,9,27,15,7,3,14,6,5,1,1,3,3,1,3,2,4,1,1,1,1,1,1,2,2,1,5,2,3,2,1,2,1,1,1,1,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
